subject_id	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	sid_hash
1180	True	355.58	1	False	Female	30	bach	Completed	Yes	No	None	False	False	False	True	False	False	False	False	False																			b2408d
1181	True	105.13	1	False	Male	49	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	True	False																			5290bc
1182	True	61.868	1	False	Female	34	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			984a7e
1183	True	288.987	1	False	Male	31	hs	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			e043df
1184	True	93.795	1	False	Male	47	bach	Completed	Yes	Yes	10 or more	False	False	False	False	True	False	False	False	False																			e648a1
1185	True	91.798	1	False	Male	64	hs	Completed	Yes	Yes	10 or more	False	True	False	False	False	False	False	False	False																			f69df4
1186	True	81.174	1	False	Male	27	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			7daf3c
1187	True	156.736	1	False	Male	28	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			fb5693
1188	True	83.204	1	False	Male	25	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			314ab5
1189	True	120.099	1	False	Male	54	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	False	False																			faf985
1190	False		0	True	Male	48	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	True																			6c0124
1191	True	78.998	1	False	Female	37	hs	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			f843b0
1192	True	84.399	1	False	Female	39	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	True																			c932b5
1193	True	111.829	1	False	Male	32	asso	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	True																			f31fab
1194	True	211.943	1	False	Female	21	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	False	True	True	True	True	True	False																			deecec
1195	True	169.921	1	False	Female	50	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	False																			4a1312
1196	True	79.559	1	False	Male	28	phd	Completed	Yes	Yes	7 to 9	True	True	True	True	True	True	True	True	True																			9e8f3d
1197	False		0	True	Male	27	phd	Currently pursuing	Yes	Not sure	None	True	True	True	True	True	True	False	False	False	True	True	True	target	4.0	4.0	9.0	100.0	It can't be in the top square, since there is already 9 and 4 in the row. It can't be in the bottom square, since 9 and 4 are already in the square. In fourth line from the top, there is already a 4, so this value must be 9. Therefore the green box must be 4. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 4 in the fourth line from the top! (in the first column) 	['targetSingle']	If 4 is in this row, then the blue space in that row must NOT be 4. 	Yes, I checked to see whether the candidate was actually correct.	I checked to make sure that 4 could not exist anywhere else in the blue column. 	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	N/A. 	column	60d45b
1198	True	84.554	1	False	Female	24	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			bf1d7c
1199	True	226.785	1	False	Female	47	hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			e7eab3
1200	True	72.854	1	False	Female	22	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			65bb8a
1201	True	113.526	1	False	Female	53	bach	Completed	Yes	Yes	1 to 3	True	True	True	False	False	False	True	False	False																			bfb398
1202	True	92.786	1	False	Female	32	bach	Completed	No	Yes	1 to 3	False	True	True	False	False	True	True	False	True																			97928b
1203	False		0	True	Female	32	bach	Completed	Yes	No	None	True	True	True	True	True	False	False	False	False	True	False	True	target	7.0	7.0	4.0	100.0	I knew it had to be one of the other numbers and I knew it couldn't be 5, 8, or 6 and the one next to it couldn't be 4. 	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 7 a few rows up made it impossible to be 7 in that slot so I ruled out 4. 	['targetSingle', 'occupied', 'occupied', 'occupied']	It elimiated those numbers and left the 7. 	No, I just submitted my original guess without checking any further.			This was one of the simpler puzzles. 	row	bc967f
1204	True	82.996	1	False	Male	35	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	True																			d1c69f
1205	True	61.046	1	False	Male	40	bach	Completed	Yes	Yes	10 or more	False	False	False	False	False	False	False	False	True																			4f5652
1206	False		0	True	Male	40	bach	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	distractor	1.0	4.0	1.0	60.0	"I went through a process of elimination by checking which numbers were already included in each square, since you can't duplicate numbers. 

But to be honest, I'm not sure if the 1 should go in the 1st, 3rd, or 4th blue box, Or if the 4 is in the 2nd, 3rd, or 4th. Sadly, these puzzles have made me feel not very bright!"	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'occupied', 'occupied', 'occupied']					As previously mention it was hard for me to determine where the 1 and 4 should go. If there were more numbers listed in the other boxes I probably would feel more confident. 	row	38a153
1207	True	144.061	1	False	Female	31	mast	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	True	False	False																			143739
1208	False		0	True	Male	21	hs	Currently pursuing	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			1b7a44
1209	True	61.568	1	False	Female	49	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			980a36
1210	False	192.359	15	False	Male	32	asso	Completed	Yes	Yes	4 to 6	False	False	True	True	False	False	False	False	False																			99d8b3
1211	False		0	True	Male	29	mast	Completed	Yes	Yes	1 to 3	False	False	False	False	False	True	False	False	False																			eba2fc
1212	True	75.422	1	False	Female	33	asso	Completed	Yes	Yes	10 or more	False	False	True	False	False	False	False	False	False																			a48a8d
1213	True	81.365	1	False	Male	26	bach	Completed	No	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			9224ab
1214	True	105.61	1	False	Female	22	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	False	True	True	True	False																			637f47
1215	True	83.375	1	False	Male	20	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			2fc41b
1216	False		0	True	Male	29	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	True	False	False	False	False																			4dca27
1217	True	35.885	1	False	Male	20	hs	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	False	False	False																			0a17c3
1218	True	39.651	1	False	Female	24	mast	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			0700be
1219	True	136.009	1	False	Male	30	hs	Completed	Yes	Yes	7 to 9	True	False	True	False	False	False	True	False	True																			93b85f
1220	True	103.65	1	False	Male	21	bach	Currently pursuing	Yes	Yes	1 to 3	True	True	False	True	False	True	True	True	False																			679435
1221	True	122.992	1	False	Male	25	bach	Completed	Yes	Yes	1 to 3	False	True	False	False	False	True	False	False	True																			f6caaa
1222	True	99.693	1	False	Female	28	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			3591f6
1223	False	156.952	4	False	Male	35	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			eea6ee
1224	True	68.599	1	False	Male	40	bach	Completed	Yes	Yes	1 to 3	True	True	False	False	False	False	False	False	False																			464917
1225	True	39.647	1	False	Male	21	hs	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			3bbdc4
1226	True	132.395	1	False	Male	22	asso	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			f7c495
1227	True	106.387	1	False	Male	30	hs	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			748c3c
1228	True	70.294	1	False	Female	28	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			11ac2f
1229	True	130.86	1	False	Male	43	bach	Completed	Yes	Yes	4 to 6	False	False	False	False	True	False	True	False	False																			cc1a1e
1230	False		0	True	Female	48	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			f7f934
1231	True	50.317	1	False	Female	50	no_hs	Currently pursuing	No	No	None	False	False	False	False	False	False	True	False	False																			caf2f4
1232	False	21.209	1	False	Female	40	asso	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			cb2419
1233	True	47.613	1	False	Female	40	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	False	False	True	False	False																			993b4a
1234	True	64.612	1	False	Male	31	mast	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			449f07
1235	True	129.518	1	False	Female	26	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			bea279
1236	True	85.305	1	False	Female	34	hs	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			3590ee
1237	False		0	True	Female	33	asso	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	True	False	False																			7e95cf
1238	False		0	True	Male	44	asso	Completed	Yes	Yes	1 to 3	True	True	True	False	False	False	False	False	False																			43d18a
1239	True	36.519	1	False	Male	34	phd	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			5ecfa3
1240	True	230.56	1	False	Male	37	hs	Currently pursuing	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			7d8843
1241	True	55.92	1	False	Female	29	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	False																			35098b
1242	True	148.308	1	False	Female	32	hs	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	False	False	False																			a0f152
1243	False		0	True	Female	22	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	True	False	False																			bdcc6c
1244	True	65.335	1	False	Female	33	hs	Completed	Yes	Yes	10 or more	False	True	False	False	False	False	False	False	False																			f9e7d6
1245	True	34.99	1	False	Female	24	mast	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			e18d18
1246	True	218.787	1	False	Female	34	hs	Completed	Yes	No	None	True	True	True	False	False	False	False	False	False																			27684a
1247	True	102.859	1	False	Male	28	bach	Completed	Yes	Yes	1 to 3	True	True	True	True	True	True	True	True	True																			08146a
1248	True	60.083	1	False	Male	42	asso	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			4df9c5
1249	True	120.438	1	False	Male	28	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			251ff2
1250	True	52.148	1	False	Female	27	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	True																			9458d0
1251	True	84.189	1	False	Male	35	hs	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			573863
1252	True	88.392	1	False	Male	26	hs	Completed	Yes	Yes	1 to 3	True	True	False	True	False	False	False	False	False																			9676bd
1253	False	175.66	1	False	Male	30	bach	Completed	Yes	Yes	1 to 3	False	False	True	False	False	False	True	True	False																			030ffe
1254	True	373.994	1	False	Female	35	bach	Currently pursuing	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	True																			794950
1255	False		0	True	Female	48	bach	Completed	Yes	No	None	True	True	False	False	False	False	False	False	False	True	True	False	target	1.0	1.0	4.0	100.0	The top middle box already has a 1. The blue square in the middle box can't have a 1 because there's a 1 in that row already. The blue square in the bottom box can't have a 1 because there's a 1 in that row already. 	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetSingle', 'occupied', 'occupied', 'occupied']					"I started with the lowest of the two numbers outside the colored squares. I had no particular reason for this other then it seemed more orderly to me to start at the ""beginning""."	column	b5c803
1256	False		0	True	Female	49	bach	Completed	Yes	No	None	False	False	False	False	False	False	True	False	True	False	True	False	distractor	5.0	4.0	5.0	60.0	"Followed by the number of the series. 3x3 measurements including numbers in cells.
"	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The decision initially made on the equivalent result.	['targetDouble']	The number would be the exact answer.	Yes, I checked to see whether the candidate was actually correct.	The number 4 is correct answer.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	The blue cells matching the result number 4.	row	54b2ba
1257	True	53.721	1	False	Male	31	prof	Completed	Yes	Yes	10 or more	False	False	False	True	False	False	False	False	False																			694cf4
1258	False		0	True	Female	55	bach	Completed	Yes	No	None	True	True	False	False	False	True	False	False	False	True	False	False	target	4.0	4.0	5.0	20.0	I checked to see where there could or not be other fours or fives. It seemed to fit the rule to put a 4 in the empty slot.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The four seemed to be jumping out at me that it was correct.	['emptyBox']	I am not sure I am correct but it seemed if that cell couldn't contain a 4 that is probably the number I should pick.	No, I just submitted my original guess without checking any further.			It just seemed to make sense to me to pick the four.	row	3a34a5
1259	True	95.746	2	False	Female	24	asso	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	False																			686be1
1260	True	33.112	1	False	Male	43	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			4af74a
1261	True	113.98	1	False	Female	70	mast	Completed	Yes	Yes	10 or more	True	True	True	False	True	True	True	False	True																			7d6bfd
1262	True	165.771	1	False	Male	23	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			8ba89c
1263	True	57.694	1	False	Female	33	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	False	True	False																			b45e3a
1264	False		0	True	Female	43	bach	Completed	Yes	No	None	True	True	True	True	False	False	False	False	False	True	True	False	target	4.0	4.0	6.0	90.0	I looked at rows / sections I could rule out b/c they contained both numbers. Then I looked at which blocks could have one of the numbers. Finally, I put in the remaining number.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The four at bottom indicated the blank spot in that row was likely for a six.	['targetSingle']	It made me think the empty spot above it must be for a six, which would then mean the green spot was for a four.	Yes, I checked to see whether the candidate was actually correct.	I ran through each possibility to double-check my impression.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I've pretty much described my process. This definitely doesn't come easy to me - it took a lot of your practice rounds, and I still made some mistakes! But I just applied the same process the same way each time, by ruling out impossibles first, then considering possibles.	row	7be1e0
1265	True	120.97	1	False	Male	45	asso	Completed	No	Yes	1 to 3	False	False	False	False	False	False	False	False	True																			4916f5
1266	True	46.85	1	False	Female	24	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			71ce0b
1267	True	42.53	1	False	Male	33	bach	Completed	Yes	Yes	7 to 9	False	False	False	False	False	True	False	False	False																			bd2fe4
1268	True	83.871	1	False	Male	51	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			308567
1269	True	67.524	1	False	Male	35	mast	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	False	False	False																			917ee3
1270	False		0	True	Male	33	bach	Completed	Yes	Yes	None	True	True	False	False	False	False	False	False	False	True	True	False	target	3.0	3.0	1.0	100.0	I checked the other 3x3 to see what number could be placed without interrupting the other patterns.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	that one took up the places for the correcrt answer	['targetSingle', 'targetBox', 'targetDouble']	i found a 3 and ran my finger up and down or left to right to see if cross pathes	Yes, I checked to see whether the candidate was actually correct.	attemptend to solve puzzle	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	go with your gut feeling and follow any pattern you notice.	column	9e8411
1271	False		0	True	Female	29	bach	Completed	Yes	Not sure	1 to 3	False	True	True	True	True	False	False	False	False																			da3e6a
1272	False		0	True	Male	68	hs	Completed	Yes	Not sure	1 to 3	True	True	False	False	False	False	False	False	False																			79c5e2
1273	True	54.637	1	False	Female	23	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			f3c3a7
1274	True	130.989	1	False	Male	42	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	True	True																			eae2c7
1275	True	73.832	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	False	False	False																			ea15dd
1276	True	78.335	1	False	Female	41	hs	Completed	Yes	Yes	7 to 9	True	True	False	False	False	False	False	False	False																			cf1b0c
1277	True	95.261	1	False	Female	33	mast	Completed	No	Yes	1 to 3	False	False	False	False	False	True	False	False	False																			c2dea5
1278	True	189.517	1	False	Male	38	phd	Completed	Yes	Yes	10 or more	False	False	False	False	False	True	False	False	False																			52bb10
1279	False		0	True	Male	49	mast	Completed	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	9.0	9.0	2.0	100.0	I look at the numbers that appear more than others all across the board because they're more likely to exclude the required number of cells. The 9 in the upper right square prevents a 9 in the blue cell next to the 3. The 9 in the upper middle square prevents a 9 in the blue cell between 1 &9 and the 9 in the middle left square prevents a 9 in the 3 blue cells it shares a square which means the cell we're trying to figure must be a 9.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed 3 9s and 3 2s. Next I excluded the 2s since a 2 can be either in the blue cell in the middle right square or the cell we're trying to figure out.	['targetDouble', 'targetSingle', 'targetBox', 'distractorDouble', 'distractorSingle', 'distractorBox']	There are more 9s and 2s than other numbers giving them a high probability of excluding the required number of cells.	Yes, I checked to see whether the candidate was actually correct.	By excluding the 2 as explained in a previous answer and then examining whether a 9 can be in any other blue cell. 	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	It was easy to see one 9 excludes 3 blue cells and 2 other 9s exclude another 2 which leaves only 1.	row	72a302
1280	True	91.857	1	False	Male	29	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	True	False	False	False	False																			3020c1
1281	True	266.05	5	False	Female	55	asso	Currently pursuing	Yes	Yes	10 or more	True	True	True	False	False	True	True	False	False																			47749b
1282	True	127.702	1	False	Female	56	mast	Completed	Yes	Yes	None	True	True	True	True	True	True	True	False	False																			e8f070
1283	True	56.453	1	False	Male	42	hs	Completed	No	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			68037e
1284	True	132.067	1	False	Male	31	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			bebf0f
1285	True	171.11	1	False	Female	23	prof	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			2df232
1286	True	67.837	1	False	Male	30	bach	Completed	Yes	Yes	4 to 6	True	False	False	False	False	False	False	False	False																			ff99ef
1287	False		0	True	Female	23	bach	Completed	Yes	Yes	None	True	True	True	True	True	True	True	False	False	True	True	False	target	1.0	1.0	3.0	15.0	I went through the rows and columns with #3 and see if it would match up correctly and made sure it did not repeat in boxes. I then did that with #3 and was unsure. So I chose #1 because it seemed more certain it fit.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetDouble', 'targetSingle', 'targetBox', 'distractorDouble', 'distractorSingle', 'distractorBox']					It was very hard for me I had to almost pretend that there was other numbers in the blue columns to figure it out.	column	00a4d9
1288	False		0	True	Male	28	bach	Completed	Yes	Yes	None	True	True	True	True	True	True	True	False	False	True	False	False	distractor	2.0	7.0	2.0	100.0	1 + 6 = 7 and 7 + 2 = 9 , So I would like to prefer 2.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetDouble', 'targetSingle', 'targetBox', 'distractorDouble', 'distractorSingle', 'distractorBox']					Have close monitor each number and compare to given number, which one I thought is correct answer I will choose that answer.	column	e95a5a
1289	True	134.064	1	False	Male	20	bach	Currently pursuing	Yes	Yes	7 to 9	False	False	False	False	True	False	False	False	False																			7dda32
1290	True	33.39	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	True	False																			0d3f7f
1291	True	187.818	1	False	Female	35	no_hs	Completed	Yes	Yes	1 to 3	True	False	False	False	False	False	False	False	False																			074e2e
1292	True	119.323	1	False	Male	37	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	True	False	False																			048aba
1293	True	47.529	2	False	Male	41	mast	Completed	Yes	Yes	10 or more	True	True	False	True	False	False	False	False	True																			833c98
1294	True	42.146	1	False	Female	42	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	False	False	False	False																			8cb034
1295	True	85.056	1	False	Male	23	hs	Completed	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			3a1f3e
1296	False		0	True	Male	43	bach	Completed	Yes	Yes	1 to 3	False	False	False	False	False	False	False	True	False																			4a4b84
1297	True	66.049	1	False	Female	30	mast	Currently pursuing	Yes	Yes	10 or more	True	True	False	False	False	False	True	False	False																			8819a5
1298	True	142.482	1	False	Male	30	mast	Completed	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			743420
1299	True	79.696	1	False	Female	28	mast	Completed	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			83caaa
1300	True	82.889	1	False	Female	53	asso	Completed	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			94d6db
1301	True	204.697	1	False	Female	43	hs	Completed	Yes	Yes	4 to 6	True	True	True	False	False	False	True	False	False																			7bedee
1302	False		0	True	Male	48	bach	Completed	Yes	Not sure	None	True	True	False	False	False	False	False	False	False	True	True	False	target	2.0	2.0	7.0	100.0	First, I noted that the answer had to be 2 or 7, because these are the numbers appearing outside this column. Second, I asked whether the 2 could go anywhere else in the column than in the box of interest, and saw or started to see that it could not. Next, I checked my intuition that 2 was the correct answer by verifying that the 7 could go in at least two places in the row, i.e. in the box of interest or in the next available box (below the 6), which indeed proved to be the case, thus verifying that the answer had to be 2. 	I arbitrarily chose between the two candidates because they seemed equally promising to consider.		['targetDouble', 'targetSingle', 'targetBox', 'distractorDouble', 'distractorSingle', 'distractorBox']					I did sense vaguely at times in the previous section something that, while receding from awareness but that no doubt remained true in my approach to this puzzle -- namely that I was not necessarily working on the puzzle in the most efficient manner. One thing I noted at times but didn't fully figure out the possible utility of is the fact that information relevant to choosing between the two possible answers often seemed available just by confining my attention to the three rows corresponding to the 3x3 box in which the box of interest appeared. This narrow a focus may not always be sufficient to indicate the answer -- I haven't figured that out yet. But I do sense there's likely a more efficient approach than the one I've been tending to use.	column	7bbbeb
1303	False		0	True	Male	23	bach	Completed	Yes	No	None	True	True	True	True	False	True	True	True	False	True	True	False	target	6.0	6.0	7.0	100.0	First, I went to check which two numbers not in blue were already in their own box together (7 and 6). I then went to the box on the far left to find which column had a 6 or 7 in it. After seeing the column had only a 6, I figured out that 7 could be put in that column's blue square and the green square. Understanding this, I concluded that the green square would be the only place I could put 6.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The number 6 was isolated in a column and in a box that didn't contain a 6 or 7.	['targetSingle', 'emptySingle']	They were isolated in their own column, and unlike the 7 in the third to last column, this column didn't go through a section with both 6 and 7 in it. 	Yes, I checked to see whether the candidate was actually correct.	I proofread what the new puzzle looked like to cross-check, making sure my work was correct. 	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	Once I found the box section with both 6 and 7, I automatically ignored that section. This made the process go by much quicker. 	row	9ea0ec
1304	True	89.447	1	False	Female	41	bach	Completed	Yes	Yes	10 or more	True	True	False	False	False	True	True	False	False																			36b617
1305	True	148.327	1	False	Male	20	hs	Currently pursuing	Yes	Yes	7 to 9	True	True	True	True	True	True	True	True	False																			3f9910
1306	True	73.653	1	False	Male	49	bach	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			046408
1307	True	71.809	1	False	Female	44	asso	Completed	Yes	Yes	7 to 9	True	True	False	False	False	True	False	False	False																			07c49d
1308	True	48.147	1	False	Male	28	bach	Completed	No	No	None	False	False	False	False	False	False	True	False	False																			2ce6c1
1309	False		0	True	Female	24	hs	Completed	Yes	Yes	1 to 3	False	True	False	False	False	False	True	False	False																			660e27
1310	True	132.004	1	False	Male	61	mast	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	True	True	False	False																			a0e224
1311	True	55.623	1	False	Male	21	bach	Currently pursuing	Yes	Yes	4 to 6	True	True	True	True	False	True	True	False	False																			e6b85d
1312	False		0	True	Male	23	bach	Currently pursuing	Yes	No	None	True	True	False	False	False	False	True	False	False	True	True	False	target	5.0	5.0	9.0	90.0	Basically I used the process of elimination. In the first cell and the second cell I see that 5 is unable to go there cause it would be redundant across the row. Moving on the columns are already filled with 2, 4, 5, and 6 so I don't need to worry about those. Then I know that the box at the bottom middle cannot contain any more 9 and 5's. So the only place that leaves to input 5 is the green box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	"Well the candidate that was more likely to be the answer was when there was a number alone across the field of interest. If that number was alone then I knew that the other different number could be put there only leaving the redundant number to be the right answer.

For example, the 5 in the 3rd quadrant made it impossible to put a 5 there so it gave me an idea that it could only be put in the green box eliminating the other choices."	['targetSingle']	Like I explained before inputting the same number across either the row or column would mean it is redundant and wrong so that kind of reserves that area then for another number leaving us the only option being that redundant number.	Yes, I checked to see whether the candidate was actually correct.	I just double checked my process of elimination to see if my number of interest could be put in other slots. If not and the only area was the green highlighted area then that means that is the only correct spot it could be slotted in.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	Basically to sum it up it was all in the process of elimination. Looking at the numbers across to eliminate some highlighted spots. And then using the 3 x 3 boxes to eliminate 3 rows or columns finally leaving only one slot for one number.	column	407610
1313	False	8.028	1	False	Female	47	bach	Completed	Yes	No	1 to 3	False	False	False	False	False	True	False	False	False																			8a0d73
1314	True	87.859	1	False	Male	37	bach	Completed	Yes	Yes	4 to 6	True	True	True	True	True	True	True	False	False																			a496fa
1315	True	55.219	1	False	Male	38	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	False	False	False																			abebe1
1316	True	194.342	2	False	Female	32	bach	Completed	Yes	Yes	10 or more	True	True	True	False	False	False	True	False	False																			29e59e
1317	True	47.213	1	False	Female	56	bach	Currently pursuing	Yes	Yes	10 or more	True	False	False	False	False	False	False	False	False																			b87204
1318	False		0	True	Male	35	bach	Completed	Yes	Yes	1 to 3	True	False	False	False	False	True	False	True	False																			a7ca7a
1319	False		0	True	Female	68	no_hs	Completed	Yes	Yes	None	True	False	False	False	False	False	False	False	False	True	True	True	other	1.0	7.0	5.0	5.0	Just guessed			['targetSingle']					Just guessed	column	3d32bc
1320	False	63.711	1	False	Male	30	asso	Completed	No	Yes	7 to 9	False	False	False	False	False	False	False	True	False																			87eda2
1321	True	53.424	1	False	Male	48	mast	Completed	Yes	Yes	10 or more	True	True	True	True	False	True	True	False	False																			5d980a
1322	True	64.712	1	False	Female	34	mast	Completed	Yes	Yes	None	False	False	False	False	False	False	True	False	False																			710967
1323	True	35.275	1	False	Male	30	bach	Completed	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	False																			1a802f
1324	True	53.383	1	False	Female	58	bach	Completed	Yes	Yes	7 to 9	True	True	False	False	False	False	False	False	False																			dbb0d5
1325	True	77.337	1	False	Female	23	mast	Currently pursuing	Yes	Yes	10 or more	True	True	True	True	True	False	True	False	False																			77df1e
