subject_id	qid	solver	rater	correct_eval	correct_actual	pd	aware_error	valid_basis	basis	sub_basis	notes	response
88	79	TRUE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	1.  I looked at the bottom square and noticed it was filled out.  It did not give me information about solving for 2 or 7 so I moved to the top square.  2.  Top square said I could not use a 2 or 7 (already in the box).  3.  Moved to the middle square.  7 was already in a row, so it could be 2.  Thus, I chose 7.  To be honest, I hate this game.  I'm old and and never play games (not that old, plenty of people my age play games.  But I never do.  Anyway, that is my strategy and it worked.  So, I kept it up throughout the game.
94	75	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	i choose  randomly .
94	75	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	i choose  randomly .
98	165	FALSE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I looked at the columns that contain both a 6 and a 9 and determined which blocks could not contain a 6 nor a 9. I eliminated the blocks in the row with the green square as possibilities then looked at the columns that contained a 6 or a 9. I chose 6 because I felt the column containing only a 6 would use 9 in that space because of the placement of 9 in the rows.
98	165	FALSE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	I looked at the columns that contain both a 6 and a 9 and determined which blocks could not contain a 6 nor a 9. I eliminated the blocks in the row with the green square as possibilities then looked at the columns that contained a 6 or a 9. I chose 6 because I felt the column containing only a 6 would use 9 in that space because of the placement of 9 in the rows.
104	155	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	Hints at process of elimination	I looked at all the possibilty where an 8 could be in the other possible choices and whether or not there was an 8 or 3 in those spaces and felt this was the only logical solution.
104	155	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I looked at all the possibilty where an 8 could be in the other possible choices and whether or not there was an 8 or 3 in those spaces and felt this was the only logical solution.
106	30	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U1	Benefit of doubt that 'row' means column here.	I tried to look at each of the other squares to get the number but not sure I figured out how to do this. I tried to eliminate other cells that already had that number in the row.
106	30	FALSE	rater2	FALSE	FALSE	Uncertain	FALSE	FALSE	Unclear	U2	NA	I tried to look at each of the other squares to get the number but not sure I figured out how to do this. I tried to eliminate other cells that already had that number in the row.
107	21	FALSE	rater1	TRUE	TRUE	Distractor	NA	FALSE	Unclear	U2	NA	I knew it had to be one of the other numbers and I knew it couldn't be 5, 8, or 6 and the one next to it couldn't be 4.
107	21	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I knew it had to be one of the other numbers and I knew it couldn't be 5, 8, or 6 and the one next to it couldn't be 4.
108	5	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	Subject mentioned the use of the process of elimination	I went through a process of elimination by checking which numbers were already included in each square, since you can't duplicate numbers. <><>But to be honest, I'm not sure if the 1 should go in the 1st, 3rd, or 4th blue box, Or if the 4 is in the 2nd, 3rd, or 4th. Sadly, these puzzles have made me feel not very bright!
108	5	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I went through a process of elimination by checking which numbers were already included in each square, since you can't duplicate numbers. <><>But to be honest, I'm not sure if the 1 should go in the 1st, 3rd, or 4th blue box, Or if the 4 is in the 2nd, 3rd, or 4th. Sadly, these puzzles have made me feel not very bright!
110	74	FALSE	rater1	FALSE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I looked at the possible positions of the other numbers and choose the number hat made sense
110	74	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I looked at the possible positions of the other numbers and choose the number hat made sense
111	44	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I scanned each of the boxes along the highlighted column, trying to fit in a 2 or a 3 in each. I used a process of elimination so that I chose ONLY the number that HAD to go in the green box.
111	44	FALSE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I scanned each of the boxes along the highlighted column, trying to fit in a 2 or a 3 in each. I used a process of elimination so that I chose ONLY the number that HAD to go in the green box.
115	35	FALSE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	Looked at the 1 in the box to the left and thought the blue box would be a 6 so green box  1
115	35	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	Looked at the 1 in the box to the left and thought the blue box would be a 6 so green box  1
119	73	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	yes
119	73	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	yes
121	124	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I tried to narrow down the possible option for the 4 and 5 to be used in.
121	124	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I tried to narrow down the possible option for the 4 and 5 to be used in.
122	166	FALSE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V1	NA	I slide my finger to the left of the row and look when I encounter a number in a column, I look to see what the options are for the column. Then when I rule out the options, I do the same thing to the right, until I ruled out either the 1 or the 9
122	166	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I slide my finger to the left of the row and look when I encounter a number in a column, I look to see what the options are for the column. Then when I rule out the options, I do the same thing to the right, until I ruled out either the 1 or the 9
123	140	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	Unclear if the response is an irrelevant basis or completely random	6+3=9, 8+3=11, 9+2=11
123	140	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	6+3=9, 8+3=11, 9+2=11
136	99	FALSE	rater1	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I figured that the leftmost blue square could be 4, which meant that the square I am supposed to solve would be 1.
136	99	FALSE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V2	NA	I figured that the leftmost blue square could be 4, which meant that the square I am supposed to solve would be 1.
140	141	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	no steps
140	141	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	no steps
143	20	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I used the boxes in the blue row to determine which digits are missing. Then i looked for possible missing numbers that would be placed in the box.
143	20	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I used the boxes in the blue row to determine which digits are missing. Then i looked for possible missing numbers that would be placed in the box.
144	15	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	I believe the number that comes first between 6 and 3 on the first 3 columns is the appropriate number to be inserted in the green space.
144	15	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	I believe the number that comes first between 6 and 3 on the first 3 columns is the appropriate number to be inserted in the green space.
145	1	FALSE	rater1	TRUE	TRUE	Uncertain	NA	FALSE	Invalid	I2	Subject mentioned guessing randomly	my strategy is very simple , add these numbers by the given number outside of the box if it is 15 i choose lowest number if its 19 or above i choose higher number , mostly i choose randomly
145	1	FALSE	rater2	TRUE	TRUE	Uncertain	NA	FALSE	Invalid	I2	Response starts out by presenting a deterministic strategy that uses an irrelevant basis for choice, but concludes by claiming that ""mostly I choose randomly"", so it seems a bit contradictory. Also, my answer to the PD question is based on the reference to ""lowest"" and ""higher"" number.	my strategy is very simple , add these numbers by the given number outside of the box if it is 15 i choose lowest number if its 19 or above i choose higher number , mostly i choose randomly
147	53	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	No basis stated. Notes it feels like a ""guessing game""	I looked to see if there were any 1's  5's blocking the path first. Then I try to figure out which is more likely to be the number that I have chosen. So far with a few exceptions and the limited info provided, I feel that its still a bit of a guessing game. But I'm not sure about that either.
147	53	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Invalid	I1	NA	I looked to see if there were any 1's  5's blocking the path first. Then I try to figure out which is more likely to be the number that I have chosen. So far with a few exceptions and the limited info provided, I feel that its still a bit of a guessing game. But I'm not sure about that either.
150	10	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I am still struggling how to do this. I looked to see if there was another 4 & 8, and seemed that 4 may be the answer. Apparently not. :(
150	10	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I am still struggling how to do this. I looked to see if there was another 4 & 8, and seemed that 4 may be the answer. Apparently not. :(
151	93	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	i looked at the numbers around the one i currently placed.
151	93	FALSE	rater2	TRUE	TRUE	Uncertain	NA	FALSE	Unclear	U2	NA	i looked at the numbers around the one i currently placed.
152	150	FALSE	rater1	TRUE	TRUE	Target	NA	FALSE	Unclear	U1	NA	I used process of elimination of where to put the 3.
152	150	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I used process of elimination of where to put the 3.
153	137	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I tried to figure out which numbers could appear
153	137	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I tried to figure out which numbers could appear
155	110	FALSE	rater1	FALSE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I would like to fix the value which is related to the column.
155	110	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I would like to fix the value which is related to the column.
156	26	FALSE	rater1	TRUE	TRUE	Target	NA	FALSE	Unclear	U2	NA	I found 7 would be the right choice when compared to other boxes
156	26	FALSE	rater2	TRUE	TRUE	Target	NA	FALSE	Unclear	U2	NA	I found 7 would be the right choice when compared to other boxes
159	108	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I checked to see where there could or not be other fours or fives. It seemed to fit the rule to put a 4 in the empty slot.
159	108	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I checked to see where there could or not be other fours or fives. It seemed to fit the rule to put a 4 in the empty slot.
161	68	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I1	NA	Well I just chose what i felt was the best possible answer and I thought 4 was the one that fit the most in that square. Sometimes you just have to go with your gut.
161	68	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	Says ""4 was the one that fit the most"" (which is unclear, hence H), but also says that ""sometimes you have to go with your gut (basis E).	Well I just chose what i felt was the best possible answer and I thought 4 was the one that fit the most in that square. Sometimes you just have to go with your gut.
164	57	FALSE	rater1	TRUE	TRUE	Target	NA	FALSE	Unclear	U2	NA	i calculated the possibilities of having 9 in the column and i just decided to put it.
164	57	FALSE	rater2	TRUE	TRUE	Target	NA	FALSE	Unclear	U2	Mostly unclear / confused / missing (basis H), but ""I just decided to put it"" in the end also seems suggestive of a guess (basis E)	i calculated the possibilities of having 9 in the column and i just decided to put it.
165	158	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I honestly just guessed
165	158	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I honestly just guessed
166	62	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	I looked where the empty spots would be for 5 and it allows the 5 to go above the 6
166	62	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I looked where the empty spots would be for 5 and it allows the 5 to go above the 6
167	65	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I went through and saw where each 1 was and if the rows near the blank one had a 1. Then the same with the twos. After that I checked the row that is blue and picked which one I thought fit best.
167	65	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I went through and saw where each 1 was and if the rows near the blank one had a 1. Then the same with the twos. After that I checked the row that is blue and picked which one I thought fit best.
170	23	FALSE	rater1	FALSE	FALSE	Target	FALSE	FALSE	Invalid	I2	Potentially an irrelevant basis. Unclear what 'the number came before 4' means. 'The number' potentially means 5 and 'came before' possibly means came left of.	The number came before the 4, allowing it to cover the three blue tiles.
170	23	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	The number came before the 4, allowing it to cover the three blue tiles.
173	76	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Missing	M	NA	3
173	76	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Missing	M	NA	3
175	81	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Missing	M	NA	Very easy.
175	81	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Missing	M	NA	Very easy.
176	4	FALSE	rater1	TRUE	TRUE	Uncertain	NA	FALSE	Invalid	I2	NA	Since I'm still not very knowledgeable about Sudoku, I just looked at which number was farthest away from the empty box and chose it.
176	4	FALSE	rater2	TRUE	TRUE	Uncertain	NA	FALSE	Invalid	I2	NA	Since I'm still not very knowledgeable about Sudoku, I just looked at which number was farthest away from the empty box and chose it.
178	70	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	NA	I looked to see what numbers were already there, and decided that, based on the position of the other numbers, the answer would be the number 5.  I will not be sure until I have completed the grid.
178	70	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	NA	I looked to see what numbers were already there, and decided that, based on the position of the other numbers, the answer would be the number 5.  I will not be sure until I have completed the grid.
179	101	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	I checked the rows to see where it could be possible to fit in.
179	101	FALSE	rater2	FALSE	FALSE	Uncertain	FALSE	FALSE	Unclear	U2	NA	I checked the rows to see where it could be possible to fit in.
180	11	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	Unclear what is being calculated, which may suggest an irrelevant basis	I just calculating the values in the first row and accordingly I have selected this
180	11	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	I just calculating the values in the first row and accordingly I have selected this
181	72	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I2	NA	My strategy is to look at which number was furthest away from the green square and I felt like that increased the odds of it being the correct number. For instance, I chose 7 here because most of the other 7s are further away from the box
181	72	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I2	NA	My strategy is to look at which number was furthest away from the green square and I felt like that increased the odds of it being the correct number. For instance, I chose 7 here because most of the other 7s are further away from the box
184	45	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	""Blocked off"" suggests a process of elimination, but ""visualizing"" is not sufficient to replicate strategy	I know that it has to either be a 4 or a 6 based on their frequency in the puzzle. I try to visualize which rows are """"blocked off"""" based on the numbers in the rows and columns.
184	45	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I know that it has to either be a 4 or a 6 based on their frequency in the puzzle. I try to visualize which rows are """"blocked off"""" based on the numbers in the rows and columns.
185	66	FALSE	rater1	FALSE	FALSE	Target	FALSE	FALSE	Invalid	I2	NA	The number 4 cannot be used in the green section because the number 4 is on the next line
185	66	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	The number 4 cannot be used in the green section because the number 4 is on the next line
186	12	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I1	NA	I looked at each row and column that already had 1 and 8 and formulated an educated guess that it might be 1.
186	12	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	Response mentions ""educated guess"", with some vague reasoning, so it seems like it wasn't a pure guess. Hence, H as first basis, rather than E.	I looked at each row and column that already had 1 and 8 and formulated an educated guess that it might be 1.
189	84	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I2	NA	I guessed that 8 was right because it was next in the sequence.
189	84	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	NA	I guessed that 8 was right because it was next in the sequence.
192	36	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	i tried to see how i could not block two numbers being together
192	36	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	i tried to see how i could not block two numbers being together
193	38	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I1	NA	I lined up the 6's and the 9's on the horizontal axis to eliminate those rows visually in my mind. Then I tried to imagine what other numbers would be added or eliminated in that row. So the answer has to be a 6 or a 9 because you could put in more than one box 2, 4, 5, and 8. So those numbers are gone. So the answer has to be either 6 or 9.  I then flipped a coin and it came up heads so it became a 6. On a separate note, I tried to play Sudoku when I was younger and had a horrible time at it and even though I feel I am ok with numbers I have the worst block with this game.
193	38	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I1	NA	I lined up the 6's and the 9's on the horizontal axis to eliminate those rows visually in my mind. Then I tried to imagine what other numbers would be added or eliminated in that row. So the answer has to be a 6 or a 9 because you could put in more than one box 2, 4, 5, and 8. So those numbers are gone. So the answer has to be either 6 or 9.  I then flipped a coin and it came up heads so it became a 6. On a separate note, I tried to play Sudoku when I was younger and had a horrible time at it and even though I feel I am ok with numbers I have the worst block with this game.
194	54	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	tried to visualize the corresponding cells to where I believed the number I chose would fit.
194	54	FALSE	rater2	FALSE	FALSE	Uncertain	FALSE	FALSE	Unclear	U2	NA	tried to visualize the corresponding cells to where I believed the number I chose would fit.
196	154	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	good task
196	154	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	good task
200	163	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	the middle box to the far left cant be a six so it must be a five and having another 5 in the middle box would contradict. Thats my best guess anyway, I don't really know how to play suduko but that sort've pattern tended to give me the right answer
200	163	FALSE	rater2	TRUE	TRUE	Both	NA	TRUE	Valid	V3	NA	the middle box to the far left cant be a six so it must be a five and having another 5 in the middle box would contradict. Thats my best guess anyway, I don't really know how to play suduko but that sort've pattern tended to give me the right answer
204	111	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I1	NA	After a while I just went with my gut feelings on this. I tried to reason where the number placement would go in the corresponding box, but I wasn't always sure so I guessed.
204	111	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I1	NA	After a while I just went with my gut feelings on this. I tried to reason where the number placement would go in the corresponding box, but I wasn't always sure so I guessed.
208	90	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	3 and 4 are used so I choose between the two numbers.
208	90	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I1	NA	3 and 4 are used so I choose between the two numbers.
209	95	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I looked at the 6 and 2 in the last series of sales, then looked at the next box over and tried to determine if it made more sense for the green box to be a 2 or a 6.
209	95	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I looked at the 6 and 2 in the last series of sales, then looked at the next box over and tried to determine if it made more sense for the green box to be a 2 or a 6.
210	18	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	identified numbers in certain boxes relative to the green box.
210	18	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Unclear	U2	NA	identified numbers in certain boxes relative to the green box.
211	82	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	NA	I'm not familiar with sudoku so my line of thought is that no 6 was in line.
211	82	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Unclear	U2	NA	I'm not familiar with sudoku so my line of thought is that no 6 was in line.
212	103	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I am sorry, to be honest, I had gone with my gut feeling because I could not comprehend the instructions.
212	103	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I am sorry, to be honest, I had gone with my gut feeling because I could not comprehend the instructions.
213	106	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	I scan through rows and columns within each triple box area and doing away with numbers or squares and finding possibility where only one number fit into a single square.
213	106	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	I scan through rows and columns within each triple box area and doing away with numbers or squares and finding possibility where only one number fit into a single square.
214	31	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I1	NA	Honestly, I don't quite get these types of puzzles. I mapped it in my head and looked at what would be a fifty-fifty shot on what would be right.
214	31	FALSE	rater2	FALSE	FALSE	Uncertain	FALSE	FALSE	Invalid	I1	""fifty-fifty shot"" is indicative of a guess, but ""I mapped it in my head"" seems indicative of Unclear or confused basis.	Honestly, I don't quite get these types of puzzles. I mapped it in my head and looked at what would be a fifty-fifty shot on what would be right.
216	168	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	It is what seems to make sense to me.
216	168	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	It is what seems to make sense to me.
217	142	FALSE	rater1	TRUE	TRUE	Uncertain	NA	FALSE	Unclear	U2	Unclear if ""1 I choce"" refers to the target that happens to be a 1, or is using one as a general placeholder. Unclear what ""similar number"" means	in that row and column ,there was not a similar number to the 1 i chose.
217	142	FALSE	rater2	TRUE	TRUE	Target	NA	FALSE	Unclear	U2	NA	in that row and column ,there was not a similar number to the 1 i chose.
223	77	FALSE	rater1	FALSE	FALSE	Uncertain	FALSE	FALSE	Unclear	U2	NA	I tried to decide which of the 2 numbers could logically fit in the square and then picked the one that fit the best.
223	77	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I tried to decide which of the 2 numbers could logically fit in the square and then picked the one that fit the best.
224	138	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Invalid	I1	NA	I made a 50/50 guess between the 2 most prevalent given numbers, 7, and 4
224	138	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Invalid	I1	NA	I made a 50/50 guess between the 2 most prevalent given numbers, 7, and 4
225	123	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	I looked where the 4 and 7 were and knocked out those rows ass options and landed on 7 there.
225	123	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	I looked where the 4 and 7 were and knocked out those rows ass options and landed on 7 there.
226	78	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Unclear	U2	NA	i went through each row and determined where 7 and 9 can't be then tried to determine where they could be
226	78	FALSE	rater2	TRUE	TRUE	Both	NA	FALSE	Unclear	U1	NA	i went through each row and determined where 7 and 9 can't be then tried to determine where they could be
227	69	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I2	NA	I try to look if that row or grid contains that same number.  I also looing for a 1/x/1 pattern.  it was correct some of the time
227	69	FALSE	rater2	FALSE	FALSE	Uncertain	FALSE	FALSE	Unclear	U2	NA	I try to look if that row or grid contains that same number.  I also looing for a 1/x/1 pattern.  it was correct some of the time
228	28	FALSE	rater1	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I3	NA	I looked at the number (7) that is duplicated in most of the cells and usually picked that one.
228	28	FALSE	rater2	FALSE	FALSE	Distractor	FALSE	FALSE	Invalid	I3	NA	I looked at the number (7) that is duplicated in most of the cells and usually picked that one.
229	29	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	Backwards	The first thing I did was look at the 3x3 square. By looking at that, I realized it could be either 5 0r 9. Then I saw that the row below it had a 9, so I knew the answer must be five.
229	29	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	The first thing I did was look at the 3x3 square. By looking at that, I realized it could be either 5 0r 9. Then I saw that the row below it had a 9, so I knew the answer must be five.
230	134	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I tried to look at the positions of all the numbers that were in the blue boxes already, then I looked at the 4 and 9, and I tried to figure out where the numbers could go, in regards to the rules of Sudoku. I am not entirely sure I was right, but I just felt that based on where I thought each number could go by the rules, that the correct answer was 4.
230	134	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Unclear	U2	NA	I tried to look at the positions of all the numbers that were in the blue boxes already, then I looked at the 4 and 9, and I tried to figure out where the numbers could go, in regards to the rules of Sudoku. I am not entirely sure I was right, but I just felt that based on where I thought each number could go by the rules, that the correct answer was 4.
233	120	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I2	NA	we already have 2 even numbers in the square
233	120	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I2	NA	we already have 2 even numbers in the square
234	89	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I1	NA	Best guesstimate.
234	89	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Invalid	I1	NA	Best guesstimate.
235	24	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	There are only 2 possible answers 7 or a 2. I look for the number that is physically farther away from the line to be solved.
235	24	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	There are only 2 possible answers 7 or a 2. I look for the number that is physically farther away from the line to be solved.
237	25	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	yes
237	25	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Missing	M	NA	yes
238	130	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	have a hint of how numbers interact predict and analysis the basis of your predicted number.
238	130	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	NA	have a hint of how numbers interact predict and analysis the basis of your predicted number.
242	104	FALSE	rater1	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	I looked at the surrounding boxes and thought that 7 could not be used anywhere else
242	104	FALSE	rater2	TRUE	TRUE	Target	NA	TRUE	Valid	V1	NA	I looked at the surrounding boxes and thought that 7 could not be used anywhere else
246	63	FALSE	rater1	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	Notes if the puzzles may just be random	I am very new at this and I am just familiarizing myself on these puzzles.  The best answer I can give is what number comes next.  Is it random?
246	63	FALSE	rater2	FALSE	FALSE	Neither	FALSE	FALSE	Unclear	U2	Does attempt to give an answer (which is unclear, hence H), but also seems to believe it's random, and so is probably just guessing (hence E).	I am very new at this and I am just familiarizing myself on these puzzles.  The best answer I can give is what number comes next.  Is it random?
248	19	FALSE	rater1	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I mostly guessed. I'm still learning how to play this game.
248	19	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Invalid	I1	NA	I mostly guessed. I'm still learning how to play this game.
250	113	FALSE	rater1	TRUE	TRUE	Both	NA	FALSE	Invalid	I3	NA	i used the most abundant number
250	113	FALSE	rater2	TRUE	TRUE	Neither	NA	FALSE	Invalid	I3	NA	i used the most abundant number
252	156	FALSE	rater1	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	I know the 7 cant go there because it is touching the space so it has to be the 2.
252	156	FALSE	rater2	FALSE	FALSE	Both	FALSE	FALSE	Invalid	I2	NA	I know the 7 cant go there because it is touching the space so it has to be the 2.
